index	track	branch	parent_commit	commit	recipe	metric_name	metric_value	memory_gb	elapsed_min	launcher	job_id	command	log_path	status	description
19	apertus70b	autoresearch/2026-08-22-gh200-throughput/tp8pp2	a2de667546e760134ca50cd27fed5d556208e7be	021368473d982eb06638f1687c47f1d41b1b8091	reports/auto_research/20260822-apertus70b-topology/tp8pp2/tp8pp2.yaml	steady_training_mfu_percent	14.7326	70.173	22.97	sbatch	3146827	sbatch launch_tp8pp2.slurm 021368473d982eb06638f1687c47f1d41b1b8091	.tmp/apertus70b-tp8pp2/reports/auto_research/20260822-apertus70b-topology/tp8pp2/runs/tp8pp2_3146827/summary.json	discard	COMPLETED 0:0; steady steps 3-10 mean 24.301 s, 145.78 TFLOP/s/GPU, 14.73% external MFU, 68.22 valid tok/s/GPU; lower HBM but slower than TP4/PP4 due cross-node TP8
20	glm5p1-conversion-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	4692c1fb0	920b1b5dd586d1546897bcfd039a0e69b50408ba	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	config_preflight_exit_code	0	0.0	3.17	sbatch	3146828	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_megatron_conversion.slurm	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/config_3146828.out	keep	Short Ray socket path measured 75 of 107 bytes; exact imports, topology/memory and six focused tests passed; COMPLETED 0:0
21	glm5p1-conversion	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	4692c1fb0	920b1b5dd586d1546897bcfd039a0e69b50408ba	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	complete_checkpoint	0	0.0	7.82	sbatch	3146889	infra/slurm/cscs/autoresearch/submit_glm51_megatron_conversion.sh	.tmp/glm51-async-topology/3146889-logs/ray-driver.log	crash	Ray 72/72 and actor NCCL passed; driver asserted metadata before asynchronous actor constructors reached HF import, then teardown interrupted them; no cache file written
22	glm5p1-conversion-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	920b1b5dd586d1546897bcfd039a0e69b50408ba	e5a9eca4ad49	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	readiness_test_selected	0	0.0	3.28	sbatch	3146976	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_megatron_conversion.slurm	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/config_3146976.out	discard	COMPLETED 0:0 but the new readiness regression was deselected because it lacked the mcore marker; not accepted as a launch gate
23	glm5p1-async-throughput-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	b86829201	d1626290b69d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-throughput.yaml	format_gate_exit_code	1	0.0	0.72	sbatch	3146977	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3146977.err	crash	Semantic gates passed; exact Ruff formatting gate failed on test-only mechanical formatting and no model job was launched
24	glm5p1-async-throughput-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	d1626290b69d	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-throughput.yaml	benchmark_evidence_gate_exit_code	0	0.0	1.73	sbatch	3146985	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3146985.out	keep	COMPLETED 0:0; DAPO hash/count, topology/refit config, 8/8 focused evidence tests, Ruff check and exact formatting all passed
25	glm5p1-conversion-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	e5a9eca4ad49	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	conversion_gate_exit_code	0	0.0	3.23	sbatch	3146988	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_megatron_conversion.slurm	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/config_3146988.out	keep	COMPLETED 0:0; selected readiness regression passed in NeMo 5/5, Bridge save/load validation 2/2, and exact imports/topology preflights passed
26	glm5p1-conversion	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	920b1b5dd586d1546897bcfd039a0e69b50408ba	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	complete_checkpoint	0	0.0	13.33	sbatch	3147000	bash infra/slurm/cscs/autoresearch/submit_glm51_megatron_conversion.sh	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/run_20260822T015743Z_35617/run.log	crash	FAILED 1:0 after writing 72 rank files plus metadata.json, 1.488 TB total; runtime config forced cudnn DSA but exact actor venv lacks flash_mla and cudnn-frontend DSA; no readiness/reload acceptance
27	glm5p1-async-throughput-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	04a7d42a8bca95a8c30a34507a82d1e64e4bf0d1	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-benchmark.yaml	benchmark_evidence_gate_exit_code	0	0.0	1.73	sbatch	3147048	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147048.out	keep	COMPLETED 0:0; PyTorch DSA fallback resolved, topology/data/provenance gates, 8/8 evidence tests and Ruff passed
28	glm5p1-conversion-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	04a7d42a8bca95a8c30a34507a82d1e64e4bf0d1	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	conversion_gate_exit_code	0	0.0	3.22	sbatch	3147049	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_megatron_conversion.slurm	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/config_3147049.out	keep	COMPLETED 0:0; all 7 selected NeMo cache/barrier tests and 2/2 Bridge save/load tests passed with fallback config
29	glm5p1-async-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	04a7d42a8bca95a8c30a34507a82d1e64e4bf0d1	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	config_preflight_exit_code	0	0.0	0.73	sbatch	3147050	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_config.slurm	.tmp/glm51-async-topology/logs/glm51_async_smoke/config_3147050.out	keep	COMPLETED 0:0; smoke topology, fallback backend, async age, importance sampling and NCCL refit config passed
30	glm5p1-conversion-load	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	f1a5258cef5ed058fd07e1ce2ad0c5b1dce88041	04a7d42a8bca95a8c30a34507a82d1e64e4bf0d1	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	complete_checkpoint_reload	0	0.0	10.28	sbatch	3147064	bash infra/slurm/cscs/autoresearch/submit_glm51_megatron_conversion.sh	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/run_20260822T022215Z_135583/run.log	crash	CANCELLED after MCore bare python3 and python3-config resolved host Python 3.12 instead of actor Python 3.13; cache reuse marker passed but helpers_cpp compile failed and ranks hung before model setup
31	glm5p1-conversion-load	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	04a7d42a8bca95a8c30a34507a82d1e64e4bf0d1	5ca7029c1d3632b9b2c129caddd129d369e9aead	examples/configs/recipes/llm/autoresearch/convert-glm5.1-18n4g-megatron-tp1pp18ep4.yaml	complete_checkpoint_reload	1	35.30	11.33	sbatch	3147363	bash infra/slurm/cscs/autoresearch/submit_glm51_megatron_conversion.sh	.tmp/glm51-async-topology/logs/glm51_megatron_conversion/run_20260822T024559Z_260585/run.log	keep	COMPLETED 0:0; reused all 72 shards without HF conversion, 72/72 after_model_setup and init_complete, Python 3.13 helper gates passed, minimum free HBM 37.905 GB
32	glm5p1-async-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5ca7029c1d3632b9b2c129caddd129d369e9aead	5ca7029c1d3632b9b2c129caddd129d369e9aead	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	steps_completed	0	0.0	12.93	sbatch	3147380	bash infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/3147380-logs/ray-driver.log	crash	FAILED exit 1 after all 288 primary policy ranks loaded the complete DCP checkpoint; the inherited 0.01 KL penalty then initialized a second 288-rank reference policy whose fully-parallel object exchange produced corrupted pickle payloads. Benchmark held; correct the recipe to explicit KL-free GRPO as used by upstream large-model DAPO recipes.
33	glm5p1-async-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5ca7029c1d3632b9b2c129caddd129d369e9aead	e9c225aeba224b9f95ff07625aab747009c5d779	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	config_preflight_exit_code	1	0.0	0.80	sbatch	3147400	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_async_config.slurm	.tmp/glm51-async-topology/logs/glm51_async_smoke/config_3147400.out	keep	COMPLETED 0:0; exact image resolved the 288+32 topology, explicit reference-policy disable, max-age-1 async mode, importance sampling and NCCL reshard support.
34	glm5p1-async-throughput-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5ca7029c1d3632b9b2c129caddd129d369e9aead	e9c225aeba224b9f95ff07625aab747009c5d779	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-benchmark.yaml	benchmark_evidence_gate_exit_code	1	0.0	1.87	sbatch	3147401	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147401.out	keep	COMPLETED 0:0; explicit reference-policy disable, DAPO SHA/count, exact topology, 10/10 evidence tests, Ruff, formatting and MCore analyzer import all passed.
35	glm5p1-async-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5ca7029c1d3632b9b2c129caddd129d369e9aead	e9c225aeba224b9f95ff07625aab747009c5d779	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	steps_completed	0	0.0	23.45	sbatch	3147405	bash infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/logs/glm51_async_smoke/slurm_3147405.out	crash	FAILED 1:0 after all 288 primary policy ranks and the TP32/EP32 vLLM worker initialized; one head-node AsyncTrajectoryCollector uv exact sync failed transiently removing flashinfer_jit_cache .data with Directory not empty. No refit, trajectories or train step; benchmark held pending a tested venv-provisioning fix.
36	glm5p1-reference-load-fix	fix/glm-reference-object-load	58436eb548387f8f7238c55fb9aad46efffd3690	1308a77c3e4bc11e05cd4d1a84236aea6fe94107	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_load_unit_gate_exit_code	0	0.0	3.28	sbatch	3147416	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147416.out	crash	FAILED 1:0 only because the harness expected four tests in the --mcore-only shard; Bridge wiring 1/1 and NeMo setup 2/2 passed, while the two recipe tests were correctly deselected by that marker option.
37	glm5p1-reference-load-fix	fix/glm-reference-object-load	1308a77c3e4bc11e05cd4d1a84236aea6fe94107	383cf0e1068235ad8d1d05db71ee0ce6947dfc05	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_load_unit_gate_exit_code	1	0.0	2.57	sbatch	3147419	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147419.out	keep	COMPLETED 0:0; exact container passed Bridge option forwarding 1/1, NeMo config/reference setup 2/2, KL=0.01 recipe contracts 2/2 and emitted glm51_reference_load_fix_preflight=OK.
38	glm5p1-async-venv-fix	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	e9c225aeba224b9f95ff07625aab747009c5d779	cfe0bffaa6caafc5489144e72b672d22dadd4aa2	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	async_venv_fix_exact_gate_exit_code	0	0.0	0.93	sbatch	3147445	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147445.out	crash	FAILED 1:0 only because the new prefetch unit fixture hard-coded /usr/bin/python3, which is absent in the exact image; production interpreter existence check behaved correctly. Earlier recipe and evidence tests passed; use sys.executable and rerun before the two-node gate.
39	glm5p1-async-venv-fix	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	cfe0bffaa6caafc5489144e72b672d22dadd4aa2	cc282701bfa51ba8ed5eb0df7378c9cf8e790753	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	async_venv_fix_exact_gate_exit_code	1	0.0	2.07	sbatch	3147449	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147449.out	keep	COMPLETED 0:0; exact image passed 38 focused tests, Ruff check, format check, config/data/topology gates, and MCore analyzer import after the fixture-only correction.
40	glm5p1-async-venv-ray-gate	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	cc282701bfa51ba8ed5eb0df7378c9cf8e790753	cc282701bfa51ba8ed5eb0df7378c9cf8e790753	infra/slurm/cscs/autoresearch/submit_glm51_async_actor_venv_gate.sh	all_node_fresh_and_reuse_markers	1	0.0	8.55	sbatch	3147462	infra/slurm/cscs/autoresearch/submit_glm51_async_actor_venv_gate.sh	.tmp/glm51-async-topology/logs/glm51_async_actor_venv_gate/slurm_3147462.out	keep	COMPLETED 0:0; both ReplayBuffer and AsyncTrajectoryCollector transitioned 0/2 to 2/2 ready, then a second driver reused 2/2 markers for both. No retry, ENOTEMPTY, error or traceback; final two-node gate marker present.
41	glm5p1-async-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	e9c225aeba224b9f95ff07625aab747009c5d779	cc282701bfa51ba8ed5eb0df7378c9cf8e790753	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	steps_completed	3	0.0	43.77	sbatch	3147466	infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/logs/glm51_async_smoke/slurm_3147466.out	keep	Scheduler-confirmed COMPLETED 0:0 on 80 nodes. Application completed all three async GRPO steps with finite nonzero loss/advantages, trajectory ages 0/1, initial plus three NCCL refits, and weight version 3.
42	glm5p1-async-final-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	cc282701bfa51ba8ed5eb0df7378c9cf8e790753	46c6b263991ce947813add22d75658b3a1caf0c5	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	final_head_exact_gate_exit_code	0	0.0	0.22	enroot	local	enroot start exact-image preflight	.tmp/glm51-async-topology/logs/glm51_async_benchmark/direct_exact_46c6b2639/preflight.log	crash	Exact image exposed a harness-only environment error before tests: the base NeMo interpreter was asked to import Bridge, which is intentionally present in the Megatron actor venv. Move the assertion into the actor-interpreter gate.
43	glm5p1-async-final-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	46c6b263991ce947813add22d75658b3a1caf0c5	5805ab97c	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	final_head_exact_gate_exit_code	1	0.0	2.2	enroot	local	enroot start exact-image preflight	.tmp/glm51-async-topology/logs/glm51_async_benchmark/direct_exact_gate/preflight.log	keep	Exact Python 3.13.14/CUDA 13.2 image passed config/data/topology checks, 49 focused tests, Ruff, formatting, shell syntax, and the Bridge rank-order plus MFU analyzer import in the Megatron actor interpreter.
